央视频道,#genre#
淘电影HD,http://125.34.18.5:8888/rtp/239.3.1.250:8001
每日影院HD,http://125.34.18.5:8888/rtp/239.3.1.111:8001
喜剧影院,http://125.34.18.5:8888/rtp/239.3.1.91:4120
家庭影院,http://125.34.18.5:8888/rtp/239.3.1.93:4120
动作影院,http://125.34.18.5:8888/rtp/239.3.1.92:4120
经典电影,http://125.34.18.5:8888/rtp/239.3.1.195:9024
星影,http://125.34.18.5:8888/rtp/239.3.1.94:4120
光影,http://125.34.18.5:8888/rtp/239.3.1.84:4120
精选,http://125.34.18.5:8888/rtp/239.3.1.74:4120

淘剧场HD,http://125.34.18.5:8888/rtp/239.3.1.95:8001
幸福剧场HD,http://125.34.18.5:8888/rtp/239.3.1.112:8001
武侠剧场,http://125.34.18.5:8888/rtp/239.3.1.90:4120
城市剧场,http://125.34.18.5:8888/rtp/239.3.1.67:4120
热播剧场,http://125.34.18.5:8888/rtp/239.3.1.194:9020
军旅剧场,http://125.34.18.5:8888/rtp/239.3.1.68:4120
古装剧场,http://125.34.18.5:8888/rtp/239.3.1.69:4120


北京地方,#genre#
BRTV新闻HD,http://125.34.18.5:8888/rtp/239.3.1.159:8000
BRTV影视HD,http://125.34.18.5:8888/rtp/239.3.1.158:8000
BRTV文艺HD,http://125.34.18.5:8888/rtp/239.3.1.242:8000
BRTV财经HD,http://125.34.18.5:8888/rtp/239.3.1.116:8000
BRTV生活HD,http://125.34.18.5:8888/rtp/239.3.1.117:8000
BRTV青年HD,http://125.34.18.5:8888/rtp/239.3.1.118:8000
BRTV纪实科教HD,http://125.34.18.5:8888/rtp/239.3.1.115:8000
BRTV冬奥纪实,http://125.34.18.5:8888/rtp/239.3.1.243:8000
BRTV冬奥纪实,http://125.34.18.5:8888/rtp/239.3.1.120:8000
BRTV冬奥纪实,http://125.34.18.5:8888/rtp/239.3.1.121:8000
BRTV体育休闲,http://125.34.18.5:8888/rtp/239.3.1.243:8000
BTV国际频道,http://125.34.18.5:8888/rtp/239.3.1.235:8000
爱上4K,http://125.34.18.5:8888/rtp/239.3.1.236:2000
4K超清,http://125.34.18.5:8888/rtp/239.3.1.249:8001
纪实人文HD,http://125.34.18.5:8888/rtp/239.3.1.212:8060
金鹰纪实HD,http://125.34.18.5:8888/rtp/239.3.1.58:8156
风尚生活HD,http://125.34.18.5:8888/rtp/239.3.1.114:8001
淘娱乐HD,http://125.34.18.5:8888/rtp/239.3.1.100:8001
幸福娱乐HD,http://125.34.18.5:8888/rtp/239.3.1.113:8001
CGTN新闻HD,http://125.34.18.5:8888/rtp/239.3.1.215:4220
CGTN记录HD,http://125.34.18.5:8888/rtp/239.3.1.216:4220

兴趣娱乐,#genre#
睛彩竞技HD,http://125.34.18.5:8888/rtp/239.3.1.125:8001
睛彩篮球HD,http://125.34.18.5:8888/rtp/239.3.1.126:8001
睛彩羽毛球HD,http://125.34.18.5:8888/rtp/239.3.1.127:8001
睛彩广场舞HD,http://125.34.18.5:8888/rtp/239.3.1.128:8001
茶频道HD,http://125.34.18.5:8888/rtp/239.3.1.165:8001
体育赛事HD,http://125.34.18.5:8888/rtp/239.3.1.157:8176
淘精彩HD,http://125.34.18.5:8888/rtp/239.3.1.178:8001
快乐垂钓HD,http://125.34.18.5:8888/rtp/239.3.1.164:8001
大健康HD,http://125.34.18.5:8888/rtp/239.3.1.251:8001
戏曲,http://125.34.18.5:8888/rtp/239.3.1.78:4120
地理,http://125.34.18.5:8888/rtp/239.3.1.71:4120
爱生活,http://125.34.18.5:8888/rtp/239.3.1.86:4120
解密,http://125.34.18.5:8888/rtp/239.3.1.75:4120
军事,http://125.34.18.5:8888/rtp/239.3.1.76:4120
鉴赏,http://125.34.18.5:8888/rtp/239.3.1.82:4120
音乐现场,http://125.34.18.5:8888/rtp/239.3.1.70:4120
墨宝,http://125.34.18.5:8888/rtp/239.3.1.83:4120
台球,http://125.34.18.5:8888/rtp/239.3.1.85:4120
财富天下,http://125.34.18.5:8888/rtp/239.3.1.53:9136
