央视频道,#genre#
CCTV3,http://20.254.1.9/PLTV/88888888/224/3221225861/10000100000000060000000001067918_0.smil/index.m3u8?fmt=ts2hls&servicetype=2&icpid=SSPID&accounttype=1&limitflux=-1&limitdur=-1&GuardEncType=2&accountinfo=Uqeq%2Boy1dBELxCuFvRpa8czSquKOOo%2FFQ5zRdldos3PBFGcZsESCluF%2FGBAW8LefJaKHbXhBoFItRV%2F7vFw%2BjITKf0d6isZF3YWGVGkjqKV%2BW7Bhzc0iaHEWEnLae%2FlP6fiM9VxPehNgiVHXarlRWA%3D%3D%3A20200106134815%2CIPTV00193335%2C112.64.29.18%2C20200106134815%2CUmai%3ACHAN%2F1369028%40BESTV.SMG.SMG%2C389B98319D02CA30AD44A33B2CA755AF%2C-1%2C1%2C1%2C%2C%2C7%2C%2C%2C%2C4%2CEND
CCTV3,http://125.210.152.19:9123/live/hzgq-cctv3gq-h264.m3u8
CCTV3,http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/cctv38m/8000000/mnf.m3u8
CCTV3,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226397/1.m3u8

CCTV4,http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/cctv4hd8m/8000000/mnf.m3u8
CCTV4,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226191/1.m3u8

CCTV5,http://221.219.77.170:4000/rtp/239.3.1.173:8001
CCTV5,http://114.252.225.231:8000/rtp/239.3.1.173:8001
CCTV5,http://20.254.1.9/PLTV/88888888/224/3221225862/10000100000000060000000001067915_0.smil/index.m3u8?fmt=ts2hls&servicetype=2&icpid=SSPID&accounttype=1&limitflux=-1&limitdur=-1&GuardEncType=2&accountinfo=Uqeq%2Boy1dBELxCuFvRpa8czSquKOOo%2FFQ5zRdldos3PBFGcZsESCluF%2FGBAW8LefJaKHbXhBoFItRV%2F7vFw%2BjITKf0d6isZF3YWGVGkjqKV%2BW7Bhzc0iaHEWEnLae%2FlP6lchWtfyZAJtuVaynbLEeQ%3D%3D%3A20200106134815%2CIPTV00193335%2C112.64.29.18%2C20200106134815%2CUmai%3ACHAN%2F1369029%40BESTV.SMG.SMG%2C389B98319D02CA30AD44A33B2CA755AF%2C-1%2C1%2C1%2C%2C%2C7%2C%2C%2C%2C4%2CEND

CCTV6,http://221.219.77.170:4000/rtp/239.3.1.174:8001
CCTV6,http://114.252.225.231:8000/rtp/239.3.1.174:8001
CCTV6,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226393/1.m3u8

CCTV7,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226192/1.m3u8

CCTV8,http://114.252.225.231:8000/rtp/239.3.1.175:8001
CCTV8,http://221.219.77.170:4000/rtp/239.3.1.175:8001
CCTV9,http://221.219.77.170:4000/rtp/239.3.1.62:8112
CCTV9,http://221.219.77.170:4000/rtp/239.3.1.62:8112
CCTV9,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8
CCTV10,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8

CCTV13,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8
CCTV13,http://101.23.216.151:8090/hls/21/index.m3u8
CCTV13,http://123.117.163.147:18888/rtp/239.3.1.124:8128
CCTV13,http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/cctv13xwhd8m/8000000/mnf.m3u8

CCTV15,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225785/1.m3u8
CCTV16,http://114.252.225.231:8000/rtp/239.3.1.184:8001
CCTV16,http://221.219.77.170:4000/rtp/239.3.1.184:8001

CCTV17,http://218.13.170.98:9901/tsfile/live/0016_1.m3u8


CCTV5+,http://221.219.77.170:4000/rtp/239.3.1.130:8004
CCTV5+,http://114.252.225.231:8000/rtp/239.3.1.130:8004
CCTV5+,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8
CCTV4K,http://159.75.85.63:5679/cctv4k.php

卫视频道,#genre#
辽宁卫视,http://111.126.255.2:808/hls/103/index.m3u8
辽宁卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226201/index.m3u8
北京卫视,http://221.219.77.170:4000/rtp/239.3.1.096:8001
北京卫视,http://221.219.77.170:4000/rtp/239.3.1.221:8001
北京卫视,http://221.219.77.170:4000/rtp/239.3.1.241:8000
北京卫视,http://114.252.225.231:8000/rtp/239.3.1.096:8001
北京卫视,http://114.252.225.231:8000/rtp/239.3.1.221:8001
北京卫视,http://114.252.225.231:8000/rtp/239.3.1.241:8000
北京卫视,http://20.254.1.9/PLTV/88888888/224/3221225684/10000100000000060000000000012484_0.smil/index.m3u8?fmt=ts2hls&servicetype=2&icpid=SSPID&accounttype=1&limitflux=-1&limitdur=-1&GuardEncType=2&accountinfo=Uqeq%2Boy1dBELxCuFvRpa8czSquKOOo%2FFQ5zRdldos3PBFGcZsESCluF%2FGBAW8LefJaKHbXhBoFItRV%2F7vFw%2BjITKf0d6isZF3YWGVGkjqKV%2BW7Bhzc0iaHEWEnLae%2FlPkHXC%2B8Eft8HZ3rq%2FfzCKrg%3D%3D%3A20200106134815%2CIPTV00193335%2C112.64.29.18%2C20200106134815%2CUmai%3ACHAN%2F181361%40BESTV.SMG.SMG%2C389B98319D02CA30AD44A33B2CA755AF%2C-1%2C1%2C1%2C%2C%2C7%2C%2C%2C%2C4%2CEND
东方卫视,http://20.254.1.9/PLTV/88888888/224/3221225699/10000100000000060000000000013594_0.smil/index.m3u8?fmt=ts2hls&servicetype=2&icpid=SSPID&accounttype=1&limitflux=-1&limitdur=-1&GuardEncType=2&accountinfo=Uqeq%2Boy1dBELxCuFvRpa8czSquKOOo%2FFQ5zRdldos3PBFGcZsESCluF%2FGBAW8LefJaKHbXhBoFItRV%2F7vFw%2BjITKf0d6isZF3YWGVGkjqKV%2BW7Bhzc0iaHEWEnLae%2FlPxNaFl0AxVGHvdqCxEHMy2Q%3D%3D%3A20200106134815%2CIPTV00193335%2C112.64.29.18%2C20200106134815%2CUmai%3ACHAN%2F111131%40BESTV.SMG.SMG%2C389B98319D02CA30AD44A33B2CA755AF%2C-1%2C1%2C1%2C%2C%2C7%2C%2C%2C%2C4%2CEND
第一财经,http://20.254.1.9/PLTV/88888888/224/3221225688/10000100000000060000000000012477_0.smil/index.m3u8?fmt=ts2hls&servicetype=2&icpid=SSPID&accounttype=1&limitflux=-1&limitdur=-1&GuardEncType=2&accountinfo=Uqeq%2Boy1dBELxCuFvRpa8czSquKOOo%2FFQ5zRdldos3PBFGcZsESCluF%2FGBAW8LefJaKHbXhBoFItRV%2F7vFw%2BjITKf0d6isZF3YWGVGkjqKV%2BW7Bhzc0iaHEWEnLae%2FlPr9%2FDtjigZL9wQvKuWdsCaA%3D%3D%3A20200106134815%2CIPTV00193335%2C112.64.29.18%2C20200106134815%2CUmai%3ACHAN%2F1346062%40BESTV.SMG.SMG%2C389B98319D02CA30AD44A33B2CA755AF%2C-1%2C1%2C1%2C%2C%2C7%2C%2C%2C%2C4%2CEND


#少儿频道
哈哈炫动,http://20.254.1.9/PLTV/88888888/224/3221225855/10000100000000060000000001175042_0.smil/index.m3u8?fmt=ts2hls&servicetype=2&icpid=SSPID&accounttype=1&limitflux=-1&limitdur=-1&GuardEncType=2&accountinfo=Uqeq%2Boy1dBELxCuFvRpa8czSquKOOo%2FFQ5zRdldos3PBFGcZsESCluF%2FGBAW8LefJaKHbXhBoFItRV%2F7vFw%2BjITKf0d6isZF3YWGVGkjqKV%2BW7Bhzc0iaHEWEnLae%2FlPv3MflLvRQHu7G%2BJrXwFY%2Bg%3D%3D%3A20200106134815%2CIPTV00193335%2C112.64.29.18%2C20200106134815%2CUmai%3ACHAN%2F4641019%40BESTV.SMG.SMG%2C389B98319D02CA30AD44A33B2CA755AF%2C-1%2C1%2C1%2C%2C%2C7%2C%2C%2C%2C4%2CEND

北京频道,#genre#
北京剧场,http://221.219.77.170:4000/rtp/239.3.1.095:8001
北京剧场,http://114.252.225.231:8000/rtp/239.3.1.095:8001
北京体育休闲,http://221.219.77.170:4000/rtp/239.3.1.097:8001
北京体育休闲,http://114.252.225.231:8000/rtp/239.3.1.097:8001
北京体育休闲,http://221.219.77.170:4000/rtp/239.3.1.243:8000
北京体育休闲,http://114.252.225.231:8000/rtp/239.3.1.243:8000
北京淘娱乐,http://221.219.77.170:4000/rtp/239.3.1.100:8001
北京淘娱乐,http://114.252.225.231:8000/rtp/239.3.1.100:8001
北京萌宠,http://221.219.77.170:4000/rtp/239.3.1.102:8001
北京萌宠,http://114.252.225.231:8000/rtp/239.3.1.102:8001
北京纪实科教,http://221.219.77.170:4000/rtp/239.3.1.115:8000
北京纪实科教,http://114.252.225.231:8000/rtp/239.3.1.115:8000
北京财经,http://221.219.77.170:4000/rtp/239.3.1.116:8000
北京财经,http://114.252.225.231:8000/rtp/239.3.1.116:8000
北京生活,http://221.219.77.170:4000/rtp/239.3.1.117:8000
北京生活,http://114.252.225.231:8000/rtp/239.3.1.117:8000
北京生活,http://221.219.77.170:4000/rtp/239.3.1.140:8001
北京生活,http://114.252.225.231:8000/rtp/239.3.1.140:8001
北京影视,http://221.219.77.170:4000/rtp/239.3.1.158:8000
北京影视,http://114.252.225.231:8000/rtp/239.3.1.158:8000
北京新闻,http://221.219.77.170:4000/rtp/239.3.1.159:8000
北京新闻,http://114.252.225.231:8000/rtp/239.3.1.159:8000
北京少儿,http://221.219.77.170:4000/rtp/239.3.1.189:8000
北京少儿,http://114.252.225.231:8000/rtp/239.3.1.189:8000
北京国际,http://221.219.77.170:4000/rtp/239.3.1.235:8000
北京国际,http://114.252.225.231:8000/rtp/239.3.1.235:8000
北京淘baby,http://221.219.77.170:4000/rtp/239.3.1.238:8001
北京淘baby,http://114.252.225.231:8000/rtp/239.3.1.238:8001
北京文艺,http://221.219.77.170:4000/rtp/239.3.1.242:8000
北京文艺,http://114.252.225.231:8000/rtp/239.3.1.242:8000
北京4k,http://221.219.77.170:4000/rtp/239.3.1.249:8001
北京4k,http://114.252.225.231:8000/rtp/239.3.1.249:8001
北京淘电影,http://221.219.77.170:4000/rtp/239.3.1.250:8001
北京淘电影,http://114.252.225.231:8000/rtp/239.3.1.250:8001
朝阳融媒,http://221.219.77.170:4000/rtp/239.3.1.163:8001
朝阳融媒,http://114.252.225.231:8000/rtp/239.3.1.163:8001

体育频道,#genre#
晴彩竞技,http://221.219.77.170:4000/rtp/239.3.1.125:8001
晴彩竞技,http://114.252.225.231:8000/rtp/239.3.1.125:8001
晴彩篮球,http://221.219.77.170:4000/rtp/239.3.1.126:8001
晴彩篮球,http://114.252.225.231:8000/rtp/239.3.1.126:8001
晴彩羽毛球,http://221.219.77.170:4000/rtp/239.3.1.127:8001
晴彩羽毛球,http://114.252.225.231:8000/rtp/239.3.1.127:8001
晴彩羽毛球,http://221.219.77.170:4000/rtp/239.3.1.165:8001
晴彩羽毛球,http://114.252.225.231:8000/rtp/239.3.1.165:8001
晴彩广场舞,http://221.219.77.170:4000/rtp/239.3.1.128:8001
晴彩广场舞,http://114.252.225.231:8000/rtp/239.3.1.128:8001
快乐垂钓,http://221.219.77.170:4000/rtp/239.3.1.164:8001
快乐垂钓,http://114.252.225.231:8000/rtp/239.3.1.164:8001

其他频道,#genre#
MYTV,http://221.219.77.170:4000/rtp/239.3.1.154:8001
MYTV,http://114.252.225.231:8000/rtp/239.3.1.154:8001
中国交通,http://114.252.225.231:8000/rtp/239.3.1.188:8001
中国交通,http://221.219.77.170:4000/rtp/239.3.1.188:8001


购物频道,#genre#
购物1,http://221.219.77.170:4000/rtp/239.3.1.160:8001
购物2,http://221.219.77.170:4000/rtp/239.3.1.185:8001
购物3,http://221.219.77.170:4000/rtp/239.3.1.186:8001
购物4,http://221.219.77.170:4000/rtp/239.3.1.190:8001
购物5,http://221.219.77.170:4000/rtp/239.3.1.191:8001
购物6,http://221.219.77.170:4000/rtp/239.3.1.222:8001
购物6,http://221.219.77.170:4000/rtp/239.3.1.223:8001
购物7,http://221.219.77.170:4000/rtp/239.3.1.251:8001
购物1,http://114.252.225.231:8000/rtp/239.3.1.160:8001
购物2,http://114.252.225.231:8000/rtp/239.3.1.185:8001
购物3,http://114.252.225.231:8000/rtp/239.3.1.186:8001
购物4,http://114.252.225.231:8000/rtp/239.3.1.190:8001
购物5,http://114.252.225.231:8000/rtp/239.3.1.191:8001
购物6,http://114.252.225.231:8000/rtp/239.3.1.222:8001
购物6,http://114.252.225.231:8000/rtp/239.3.1.223:8001
购物7,http://114.252.225.231:8000/rtp/239.3.1.251:8001











